Region	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WML_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WM_line_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion	WML_Lesion
ETNK1	2	0	2	0	4	4	4	2	5	1	6	1	1	0	4	4	0	2	2	5	0	1	2	1	3	3	0	3	9	6	4	3	5	5	1	6	2	3	4	7	6	9	5	4	18	16	15	15	13	15	16	21	16	13	10	9	10	11	1	1	0	2	4	1	1	3	1	5	4	3	6	5	7	10	9	5	4	3	11	6	8	10	3	5	6	5	10	13	16	7	9
SEC14L1	1	2	2	1	2	3	2	2	4	4	4	4	1	2	3	6	6	5	7	7	4	0	3	1	3	5	3	5	10	6	8	5	2	4	3	2	5	1	5	7	16	7	0	4	28	15	26	11	16	8	13	19	10	14	4	7	8	5	2	1	1	2	0	2	3	1	3	6	5	5	2	4	10	3	6	6	8	1	4	8	9	9	4	4	2	2	14	10	13	7	9
TYW5	4	2	0	4	2	3	2	3	2	5	1	0	2	2	1	4	5	1	4	6	2	1	7	3	1	6	2	2	1	8	3	4	5	4	2	7	2	2	1	10	9	2	8	4	15	15	14	18	9	4	14	17	15	15	3	4	4	7	2	3	1	1	0	2	3	4	3	3	8	3	6	7	8	5	0	2	3	3	9	5	8	9	5	3	0	4	15	7	9	6	4
CDC42	3	0	0	2	2	8	4	6	1	5	4	3	0	3	2	5	0	2	6	2	2	2	4	2	5	6	2	2	7	4	7	6	6	5	1	7	4	4	7	5	8	9	7	9	28	15	29	18	13	12	18	18	16	22	9	9	5	11	5	2	3	0	0	1	4	3	2	5	3	5	5	9	7	6	7	2	6	5	12	10	15	13	2	4	3	3	14	6	10	6	8
GPX4	0	0	2	4	2	2	3	1	7	7	2	1	1	2	4	3	3	3	3	2	2	2	1	1	3	3	0	10	8	7	4	6	2	1	2	3	11	2	4	4	9	9	4	3	23	23	35	18	19	10	19	16	14	20	8	7	9	12	1	2	1	1	0	3	3	2	1	2	2	4	1	7	6	7	11	8	8	8	14	15	8	17	7	4	8	4	7	18	11	8	7
STRN4	2	1	3	1	2	2	3	0	10	3	6	1	3	1	3	2	1	5	5	2	1	1	1	1	2	3	1	6	4	4	4	4	5	1	1	9	6	6	3	11	8	2	3	4	21	16	19	12	22	10	13	21	20	20	4	9	15	7	2	1	7	0	1	2	2	4	1	7	1	2	2	4	11	3	8	1	8	7	9	10	15	8	4	2	4	7	8	13	17	7	10
FAM3C	3	2	0	3	5	2	2	0	5	3	5	2	3	2	3	4	2	1	5	3	0	2	5	2	4	5	2	6	10	10	7	3	7	4	1	3	4	5	10	9	7	5	3	6	28	20	32	15	14	9	22	24	19	32	12	6	7	19	2	5	2	2	1	4	5	4	2	5	5	6	5	7	6	9	7	5	8	5	12	17	12	14	5	7	7	9	12	17	19	13	14
MUC17	1	0	0	1	0	3	4	0	2	0	1	1	0	1	0	2	2	1	0	3	2	0	4	1	9	2	1	3	2	6	2	4	4	6	2	6	2	3	1	10	7	7	2	2	13	14	11	9	5	5	21	23	16	10	4	2	4	5	5	1	1	1	2	4	3	7	3	2	3	6	6	4	8	7	4	5	4	3	13	9	6	10	3	3	3	3	8	6	8	5	3
ARAP1	3	1	4	3	2	3	6	2	3	2	7	5	2	1	6	3	3	2	1	3	7	0	1	4	2	6	1	4	5	2	4	5	5	4	1	5	8	2	2	5	5	9	1	8	23	25	34	19	20	16	11	24	14	26	10	7	7	10	3	1	1	1	3	2	2	4	3	6	4	8	5	5	7	9	5	9	6	3	4	8	10	8	3	3	3	2	9	6	11	3	8
SPINK13	0	0	0	1	2	2	5	4	2	1	2	2	3	0	0	0	3	1	1	3	1	1	1	0	2	4	0	1	6	6	6	5	2	2	0	8	2	2	3	5	5	12	1	4	15	11	19	12	9	2	8	20	17	19	3	6	4	10	2	2	2	0	2	4	1	1	2	2	1	171	1	5	14	7	5	3	9	3	7	9	5	3	2	1	3	4	13	9	3	5	3
CEP44	1	2	1	2	2	1	5	3	3	2	0	1	2	0	2	2	2	2	7	3	1	6	1	2	3	6	1	7	8	12	19	3	2	1	4	5	7	7	4	9	6	7	6	3	21	16	17	14	12	9	13	20	24	21	8	7	7	11	2	3	5	2	1	6	7	1	8	5	5	2	6	7	12	11	8	5	9	2	15	14	7	9	3	3	6	6	12	11	9	11	6
CLDND1	12	0	2	2	5	18	12	9	11	15	9	3	3	6	2	39	14	17	8	11	3	2	2	2	3	4	1	1	14	8	7	5	7	3	1	4	14	2	2	3	8	7	1	5	23	22	19	10	9	1	14	17	19	23	7	4	5	7	1	3	1	2	3	3	2	3	4	4	4	3	6	4	5	4	5	3	5	3	3	7	10	8	1	3	7	6	4	9	8	3	8
MAPK8IP3	3	4	2	0	2	1	2	6	1	5	3	2	3	2	7	5	4	3	4	4	2	4	2	2	1	3	1	5	5	7	7	5	4	0	1	8	5	4	4	8	3	11	3	9	28	19	21	15	19	13	15	20	25	23	5	7	8	8	3	3	2	2	3	2	6	4	3	4	2	4	7	4	13	12	14	7	15	12	18	18	13	19	0	4	6	6	20	13	21	15	11
RUFY1	2	0	1	1	3	4	2	3	7	1	0	1	4	7	1	3	5	0	2	1	3	0	2	1	3	3	2	2	4	8	6	1	3	1	0	5	6	1	3	7	8	9	2	6	10	20	10	17	11	4	14	9	13	18	8	4	10	8	2	1	2	0	1	1	2	5	3	2	1	5	6	5	3	6	6	5	5	3	5	7	4	6	4	4	3	0	11	11	5	9	3
SIDT2	1	0	1	1	3	5	4	1	3	2	1	3	4	1	3	3	3	1	2	4	3	1	1	0	0	3	1	3	6	8	7	2	5	6	2	6	3	4	6	4	6	3	0	7	18	10	20	17	13	6	9	17	18	18	9	10	7	6	2	3	1	3	1	4	2	1	3	5	4	7	8	8	8	7	7	3	4	3	7	20	7	6	5	4	3	1	7	11	10	10	7
RHBDD2	0	1	0	1	0	3	0	0	4	1	3	1	4	1	1	3	2	2	2	2	2	2	3	1	4	1	1	7	4	0	11	3	4	4	1	1	2	3	4	5	4	8	1	3	7	19	17	11	7	9	9	16	18	14	11	6	3	6	1	2	5	0	1	4	3	3	3	0	1	8	5	6	5	6	12	5	10	10	14	11	12	26	2	4	4	7	7	21	15	14	8
CRCP	1	2	1	0	4	2	3	1	3	1	4	3	4	1	1	8	2	4	0	6	1	1	0	0	2	3	2	1	4	7	10	3	5	7	0	2	2	5	4	7	8	4	1	7	30	14	15	11	10	6	14	19	20	14	3	4	12	10	1	3	1	0	2	5	3	3	5	2	1	4	5	3	4	8	5	5	6	5	13	5	8	5	3	2	2	3	6	4	10	5	8
ACP1	1	1	2	1	5	2	5	7	7	1	6	0	5	2	3	3	9	1	3	3	3	1	5	1	2	5	1	11	6	13	9	4	3	5	1	5	6	6	5	10	13	12	5	7	25	18	31	23	10	12	18	38	30	32	22	12	6	11	0	1	0	6	4	6	2	5	3	8	4	4	9	13	15	13	11	8	18	3	15	11	16	15	4	8	5	9	19	20	16	10	9
SLC29A4	4	2	3	1	2	3	4	2	3	3	3	0	1	1	2	1	6	0	4	0	4	2	0	2	2	2	0	7	7	6	4	2	1	4	0	2	0	3	5	5	6	9	3	3	18	23	13	15	11	5	10	21	9	13	7	4	4	5	0	1	3	3	2	6	4	2	6	3	2	4	5	3	6	5	4	2	4	4	6	8	11	7	5	4	6	6	7	12	12	4	6
SYPL2	1	0	2	1	3	3	1	0	2	4	0	1	3	2	3	5	2	1	1	3	5	2	1	1	6	3	0	2	6	6	3	4	8	2	3	4	5	7	5	9	5	7	4	7	13	18	18	15	12	9	11	15	19	27	4	6	3	16	1	2	5	2	3	2	7	3	2	2	4	4	9	10	10	9	4	8	4	2	9	9	9	8	2	4	2	1	7	6	2	8	5
FAM228A	2	0	0	1	4	2	3	21	4	3	1	2	4	2	4	4	1	4	2	5	4	0	2	1	2	4	2	2	4	8	3	2	3	9	0	4	7	2	8	7	6	8	2	4	16	12	21	14	6	7	10	16	16	19	4	2	4	12	1	1	1	1	3	3	7	4	6	4	6	4	8	2	11	8	2	3	6	4	9	11	6	11	2	5	3	6	10	7	8	5	4
GDAP1	1	0	0	0	2	3	3	0	4	4	0	3	3	2	1	5	0	1	3	1	2	2	1	2	1	1	2	5	9	8	7	2	3	5	0	6	1	3	1	4	5	6	1	5	15	6	13	8	13	3	16	15	17	17	7	2	6	10	1	2	1	0	8	1	0	2	2	4	0	3	3	4	7	6	8	6	7	4	5	9	12	7	0	6	4	3	10	7	8	7	7
RALGDS	3	3	3	5	3	4	2	1	7	5	6	6	2	5	3	6	8	5	6	1	2	1	0	2	5	4	1	7	9	16	5	2	2	3	1	7	7	4	8	13	8	11	5	14	17	19	28	16	16	11	16	31	22	24	10	10	8	9	2	1	2	3	3	4	1	2	3	5	5	8	7	6	5	6	8	5	8	9	13	14	9	10	4	5	3	9	18	17	11	13	11
PREPL	2	1	4	1	5	2	7	1	7	4	4	2	0	1	4	5	1	3	5	3	3	5	5	2	2	8	3	4	8	12	5	3	8	5	5	11	11	8	9	16	9	11	9	9	26	19	22	17	24	21	23	29	27	21	7	15	7	13	3	4	3	2	6	4	7	2	5	5	4	8	12	9	16	13	17	7	14	6	17	22	11	17	3	5	4	5	13	17	15	11	7
NAAA	1	0	5	2	2	5	3	1	2	1	1	1	0	2	3	2	2	3	2	4	1	1	0	2	0	1	0	2	6	5	2	5	8	4	1	7	8	2	2	5	3	3	2	2	19	16	11	6	7	7	13	14	17	16	7	4	9	8	1	1	0	2	0	4	6	4	1	3	4	7	3	2	5	5	5	4	6	2	9	8	7	7	1	4	3	6	7	9	7	5	5
CEP170	4	0	1	2	5	2	10	1	4	5	1	3	3	1	2	5	2	2	5	4	3	1	0	2	1	3	2	4	4	7	7	1	3	2	0	2	6	3	2	6	9	5	1	3	24	12	22	9	14	8	16	11	12	16	7	4	5	8	1	2	4	3	1	0	0	3	6	3	2	4	9	4	9	5	2	6	8	9	6	5	4	5	1	2	0	3	7	10	7	8	5
C10orf53	1	2	0	0	3	2	2	3	5	2	3	1	0	2	3	2	5	1	3	3	2	1	2	0	0	6	1	3	11	4	4	1	2	3	0	2	5	4	5	5	10	16	4	7	11	16	16	15	8	6	6	16	18	20	7	6	11	5	0	3	3	1	2	2	1	3	1	2	5	3	2	5	2	7	5	3	7	2	7	9	7	20	2	4	3	4	9	8	13	6	8
TMEM80	2	0	1	2	4	1	8	1	3	1	2	1	0	0	1	4	4	2	4	2	1	1	2	4	3	4	2	1	10	6	8	1	4	2	1	2	6	5	2	5	7	15	3	5	17	14	27	18	8	14	12	26	22	11	5	5	8	8	0	3	1	1	0	3	0	4	2	5	2	6	5	6	12	6	6	5	14	3	9	9	17	8	1	2	1	5	14	7	9	8	8
SMC2	2	2	1	1	1	1	5	4	3	3	2	3	2	2	3	2	0	1	1	2	2	1	2	3	2	5	1	2	3	12	2	4	4	5	1	6	6	6	5	6	2	7	4	2	12	12	19	16	11	5	15	28	16	20	9	12	5	9	2	3	2	3	1	2	5	3	4	3	4	8	11	5	14	9	11	4	7	5	19	11	11	7	3	2	7	5	8	11	5	9	5
EIF4G2	5	2	3	2	6	4	4	5	9	8	5	0	3	4	2	8	8	4	3	3	2	1	1	4	4	2	4	12	15	8	14	2	5	2	0	8	4	6	6	11	12	7	4	10	19	14	27	24	22	9	12	26	14	28	11	14	8	12	3	3	1	5	4	5	3	3	3	3	5	9	6	6	6	6	11	4	16	9	13	22	14	13	2	6	3	6	14	20	17	9	9
CHD2	2	1	2	4	3	3	1	2	3	2	1	5	4	2	2	3	3	2	1	4	6	4	3	2	3	3	3	7	5	3	7	4	4	1	3	5	3	2	8	5	6	10	2	9	15	11	16	16	16	4	19	7	19	14	11	4	7	5	0	1	0	1	1	0	0	2	2	4	5	3	7	6	11	3	2	6	9	7	13	6	9	8	1	3	1	2	12	11	20	9	7
ENGASE	2	2	1	4	1	5	5	3	2	9	4	2	2	2	6	3	4	5	1	6	3	3	2	3	2	5	1	1	5	5	7	1	5	0	0	3	4	7	4	9	7	4	4	4	26	12	26	19	16	7	13	21	16	12	9	9	5	5	1	1	0	1	2	1	1	2	3	4	3	2	2	1	4	3	3	5	4	7	6	11	3	18	1	3	2	8	6	6	7	9	8
TMPRSS7	1	2	1	2	2	1	2	1	3	2	2	0	1	1	1	4	0	3	1	1	4	2	3	0	5	6	4	4	8	9	5	4	4	2	3	6	2	4	7	6	11	4	2	6	19	12	19	21	16	7	8	21	21	22	10	4	9	6	1	2	0	2	2	2	4	1	4	2	1	6	3	6	15	8	6	2	6	1	8	8	14	10	0	8	2	3	6	9	5	10	10
TMEM8B	1	1	0	4	4	1	2	3	1	2	2	1	4	1	1	6	0	4	3	1	3	3	2	3	5	7	4	5	8	5	11	3	1	1	3	9	5	3	4	6	6	6	5	5	27	17	22	16	13	5	14	28	14	23	8	10	5	13	2	4	0	3	2	1	4	5	0	2	5	5	6	2	6	10	7	4	2	3	10	9	7	9	1	5	2	4	13	11	12	7	10
CAPSL	3	3	0	1	1	2	1	1	6	4	6	1	1	1	1	6	3	3	2	3	4	1	2	1	5	4	4	5	11	10	8	2	3	6	2	4	6	5	6	11	7	5	2	2	13	18	17	10	14	8	7	13	20	17	10	6	6	16	3	3	1	2	0	4	4	5	0	2	4	5	5	7	6	9	4	3	10	4	14	6	7	10	1	4	1	4	8	10	5	8	7
FGR	2	0	1	0	3	1	2	1	1	4	0	3	1	1	2	5	0	6	2	2	2	1	2	1	1	3	0	4	6	5	7	3	8	4	0	3	4	3	4	3	12	5	4	3	23	18	46	18	31	4	15	14	20	16	15	6	10	6	0	2	3	1	0	3	1	2	2	2	0	0	6	4	5	7	8	4	2	0	7	9	4	8	2	2	2	7	6	5	5	6	3
NUTM2G	1	3	1	1	4	4	3	2	2	0	2	0	1	0	0	2	3	3	0	1	3	1	3	1	4	4	1	3	10	6	5	1	1	2	1	4	7	1	9	9	11	9	5	2	15	10	19	10	15	6	14	22	13	24	5	2	9	6	1	1	1	3	1	2	5	3	4	4	3	9	15	7	10	7	4	5	5	1	8	20	5	10	7	5	8	6	17	10	14	8	6
SLA	1	5	1	4	2	7	4	2	8	5	2	1	1	4	2	2	1	1	4	3	2	1	0	2	2	2	2	4	8	7	8	6	1	4	1	5	2	8	2	12	7	4	8	3	22	14	26	29	10	8	21	19	15	22	9	6	8	9	1	2	2	0	4	2	4	3	2	3	2	4	4	4	8	4	4	8	7	6	6	17	7	7	2	2	3	7	9	8	5	6	3
SRD5A1	1	0	0	2	2	2	6	3	1	2	4	2	1	1	1	5	2	2	1	4	0	0	1	1	0	1	2	1	5	7	4	1	3	3	1	0	5	2	6	7	4	6	3	3	12	13	11	4	10	3	12	14	10	10	6	5	9	7	1	3	1	1	1	4	5	1	1	3	5	6	2	5	4	5	5	3	5	3	3	20	12	7	4	2	3	3	5	5	8	7	3
DBNDD2	8	3	9	4	7	14	13	8	7	7	15	7	4	8	2	20	12	18	19	12	5	1	2	2	4	3	3	4	8	9	5	7	14	3	3	3	11	2	4	8	5	8	2	4	24	16	13	12	16	8	16	19	10	23	12	4	4	12	1	2	0	0	1	0	2	2	1	4	3	3	2	4	5	3	5	4	6	3	13	7	10	8	3	5	1	4	5	11	10	12	7
SSTR5	3	3	0	4	4	5	6	5	4	5	3	3	4	1	4	5	6	7	4	8	2	2	3	3	3	6	0	6	12	21	5	8	19	10	3	11	8	4	5	14	10	14	8	9	30	32	35	15	18	10	12	35	30	31	9	6	13	14	6	1	2	3	4	1	10	5	7	5	3	9	7	9	14	17	8	6	13	8	16	25	16	15	2	7	6	4	17	16	16	11	13
TF	1	2	1	1	3	3	3	0	3	6	8	1	6	4	1	11	8	6	4	2	3	0	2	2	1	3	2	2	7	8	6	4	0	2	1	4	6	1	7	3	6	3	2	5	16	14	13	8	9	4	18	16	8	14	7	10	4	6	0	1	1	4	3	0	7	1	1	4	0	4	3	5	7	5	3	4	3	2	9	11	2	9	0	5	3	5	8	7	9	7	2
TKT	2	2	0	1	0	2	1	4	2	3	3	2	1	2	1	4	5	8	5	5	0	2	1	1	2	4	0	3	4	6	2	2	3	2	0	5	5	5	4	9	2	4	5	6	16	12	22	16	14	9	12	32	20	21	9	5	7	3	0	0	0	1	5	3	5	3	0	0	2	6	4	5	2	9	5	7	1	5	6	12	12	4	3	6	3	8	12	13	13	8	8
TOP2B	1	0	2	3	5	3	3	1	6	4	1	4	3	3	4	8	2	1	2	5	1	1	0	2	3	5	3	4	6	6	5	2	4	5	0	3	6	1	6	12	6	5	3	4	12	11	18	19	14	18	23	24	17	30	11	5	6	5	1	3	1	4	0	4	0	2	1	2	2	6	5	6	10	9	5	1	10	4	13	15	10	11	2	5	2	4	8	9	10	8	6
UGT2B11	2	0	2	0	1	1	5	2	4	3	4	1	0	2	1	4	2	3	3	0	6	0	3	3	4	2	1	2	9	10	4	2	1	0	2	9	2	5	5	3	10	7	4	9	21	17	14	12	13	9	16	31	23	21	11	11	11	12	0	3	2	1	2	1	3	3	4	3	0	7	11	8	4	7	13	6	8	1	10	9	10	9	3	2	2	3	8	11	11	3	2
FAM107A	7	3	3	11	13	13	6	5	9	6	8	6	6	7	5	23	13	5	8	10	1	4	8	0	7	18	4	9	13	18	15	17	10	6	3	10	31	13	15	22	9	7	3	8	37	18	23	39	21	8	19	26	32	28	14	11	10	7	3	2	4	4	5	5	3	4	8	5	4	5	11	7	13	12	10	8	16	7	22	22	13	29	4	11	4	12	20	15	20	10	21
ZNF391	3	1	2	1	1	3	1	1	3	5	3	0	0	1	1	5	2	3	3	2	2	0	1	3	2	2	0	4	3	7	3	3	5	1	1	9	3	2	4	9	6	8	3	4	16	17	24	10	13	10	13	17	17	23	6	4	10	7	3	1	1	2	1	2	3	5	4	3	6	4	7	2	5	7	3	5	5	4	10	9	11	6	0	3	5	4	5	10	15	15	9
SLC7A6	1	0	1	0	4	3	1	2	3	0	5	1	0	0	1	3	10	2	4	1	0	0	1	3	3	0	1	1	6	6	3	4	5	1	3	5	4	2	0	3	7	7	1	3	7	9	11	5	6	5	12	13	12	13	5	3	4	7	0	0	2	0	3	2	3	4	2	2	2	5	8	7	6	8	4	1	4	2	6	5	4	6	1	1	4	2	6	6	8	1	5
UBXN11	7	0	1	3	2	3	3	1	3	5	2	2	1	1	2	8	4	3	4	1	5	1	5	2	6	7	1	1	5	17	7	3	6	6	1	4	2	3	7	4	11	8	1	8	17	13	23	15	23	15	16	21	18	22	11	3	3	12	2	1	0	3	4	4	2	8	1	6	6	4	9	5	7	10	7	7	8	6	5	22	12	19	0	4	3	3	5	20	17	14	7
WIPF1	1	2	3	6	2	4	2	6	2	7	8	1	0	4	4	7	2	6	3	2	0	2	4	2	4	4	2	5	11	5	3	4	3	3	1	6	2	3	2	9	14	4	4	13	29	22	26	15	25	14	19	18	14	28	4	12	10	8	5	1	0	2	4	2	3	2	2	3	5	5	11	3	7	7	6	2	6	2	10	11	9	9	1	0	3	6	14	11	11	13	12
ZNF682	2	1	1	1	1	2	5	2	2	5	3	2	4	1	1	2	2	3	1	2	2	0	1	2	0	5	4	4	7	1	6	4	3	4	1	1	6	5	2	4	6	4	6	7	18	10	14	16	21	5	12	18	17	20	8	6	5	3	2	1	2	2	0	1	2	4	0	4	5	0	9	1	5	10	8	2	1	2	9	5	8	8	1	5	1	4	10	10	10	6	10
NFKB2	2	7	4	4	7	14	10	9	9	9	13	13	10	6	3	8	6	11	10	5	8	3	3	6	10	14	2	12	20	21	20	8	15	10	5	13	14	21	16	24	17	21	13	16	66	49	61	48	55	33	49	61	45	61	26	17	16	21	7	6	12	7	5	12	10	15	9	10	9	13	22	20	22	28	17	12	23	13	23	39	25	47	5	8	12	9	20	37	30	22	11
TNFAIP8	2	0	0	2	3	4	6	3	4	6	4	0	2	1	1	8	3	0	4	3	4	7	1	4	1	2	1	6	4	6	5	1	3	5	1	3	5	2	1	5	7	5	7	13	15	14	20	19	12	3	13	17	17	21	5	6	8	10	0	3	3	4	2	5	2	2	3	7	4	8	8	5	7	5	5	5	6	3	8	11	5	4	4	1	2	9	11	13	9	9	6
MIER1	0	1	0	1	3	0	1	0	5	0	5	4	2	2	1	5	1	1	6	3	1	4	1	7	6	5	4	6	6	6	9	4	3	3	2	7	2	5	1	3	6	7	3	9	18	10	22	19	10	10	13	15	9	20	3	2	6	12	3	4	1	3	3	2	3	4	0	0	3	4	5	7	7	10	4	4	9	4	9	8	7	7	3	1	4	6	19	6	10	10	7
RTL8C	1	2	1	3	2	2	2	3	0	3	4	3	3	2	3	11	2	7	3	7	3	3	0	2	1	5	1	3	4	4	2	4	3	2	1	5	8	6	3	5	7	7	5	7	10	8	19	13	9	9	14	21	23	17	6	9	3	10	0	1	3	1	2	4	2	1	2	5	0	3	6	7	5	7	7	6	10	6	17	22	17	14	4	4	3	7	9	5	12	10	8
KTN1	2	0	1	0	2	5	5	0	1	8	5	0	7	6	3	4	1	4	1	5	2	4	0	2	2	1	1	1	9	8	4	11	2	4	1	6	7	4	4	10	7	6	2	4	15	19	21	16	12	14	9	16	21	17	5	5	7	5	1	1	0	2	0	2	5	2	1	6	5	5	9	6	5	6	6	4	7	4	8	12	7	6	3	2	6	1	11	8	10	12	12
TRAPPC6B	4	4	1	2	5	5	4	0	4	6	3	2	2	3	0	5	3	2	6	2	2	1	2	4	2	6	3	4	7	8	10	3	5	5	2	3	4	4	1	8	7	3	7	6	18	13	21	21	12	6	18	21	22	22	15	10	7	16	1	4	0	0	2	1	0	5	3	1	4	7	4	8	5	5	6	6	6	8	10	12	10	13	2	2	7	3	15	9	8	9	7
HNRNPUL2	3	0	4	2	3	2	4	1	3	4	2	3	4	4	2	3	4	2	7	3	0	1	0	0	3	2	2	6	4	8	3	5	8	6	4	6	3	3	8	4	8	7	3	3	22	15	21	15	17	6	15	25	19	16	12	12	13	6	3	2	1	4	1	1	4	4	1	1	2	5	6	10	9	6	7	6	10	9	20	11	10	18	2	7	5	11	14	11	19	13	12
ETV4	0	1	0	2	0	2	3	0	3	1	2	1	2	3	2	3	2	3	2	2	2	2	2	1	2	3	1	2	7	3	4	4	1	0	0	7	6	2	2	7	6	3	4	5	12	13	15	23	11	8	21	15	17	22	6	5	5	8	1	0	2	4	1	4	1	3	0	0	2	5	1	5	10	8	6	4	7	2	8	10	9	6	4	2	4	7	11	11	11	10	1
OCIAD1	4	0	0	2	1	2	5	3	3	3	4	1	1	0	0	1	1	2	3	3	4	0	1	0	4	2	4	0	2	4	3	2	0	3	2	4	4	3	5	4	7	4	6	3	12	15	10	13	15	14	15	19	8	20	7	2	8	6	1	5	0	2	0	4	2	2	3	4	1	2	5	1	9	5	8	8	11	4	13	15	8	12	3	2	7	5	10	12	15	8	6
DBI	3	1	2	0	0	6	3	0	6	2	1	1	0	1	4	1	0	3	2	2	2	1	3	1	2	1	1	7	6	7	4	4	6	3	2	6	8	2	4	10	9	4	3	8	21	13	31	11	14	9	13	9	22	15	9	8	4	11	2	0	3	6	0	5	1	0	2	0	1	7	8	6	8	7	5	5	7	5	9	8	12	14	1	3	7	1	4	9	12	8	10
CUL4B	2	3	4	4	2	8	6	6	4	10	2	2	2	0	3	9	8	7	3	6	4	4	3	5	5	9	4	7	11	20	15	4	12	3	3	10	12	5	7	7	11	17	6	11	40	33	49	21	42	16	28	48	37	44	21	14	13	22	6	1	4	6	6	3	9	5	5	9	8	13	8	11	28	16	13	10	16	8	19	13	31	24	4	7	10	10	22	12	24	22	21
VAV3	1	2	2	1	4	1	2	4	3	1	2	1	0	2	2	4	6	1	7	2	1	1	1	1	8	3	1	8	15	15	5	7	5	2	1	5	3	0	2	5	4	6	4	3	15	24	21	19	14	9	15	19	24	25	13	7	5	7	2	2	6	3	2	4	1	2	3	4	4	2	5	8	8	13	8	2	6	6	8	12	8	16	4	7	2	3	7	11	13	8	8
RASA4	2	3	3	1	2	3	4	3	2	3	3	2	2	2	0	4	2	0	0	0	3	3	1	0	1	3	1	5	3	6	5	6	3	4	0	5	8	5	2	10	4	6	5	3	14	18	19	16	21	6	9	19	19	21	5	6	8	6	2	2	1	2	1	1	1	4	1	1	2	5	3	2	8	7	3	7	8	3	9	12	12	7	5	2	3	5	8	11	14	12	4
LRRIQ1	1	1	2	2	1	3	1	5	2	4	2	0	1	0	0	2	7	5	0	2	0	2	1	2	4	2	1	3	7	7	8	4	1	0	0	5	2	2	1	10	4	3	6	4	25	14	16	12	13	1	13	11	17	21	3	4	10	11	1	2	3	1	0	5	4	2	1	5	6	6	3	6	4	10	8	2	3	1	7	12	7	10	3	1	4	1	8	10	7	8	9
DMP1	2	2	1	3	0	1	4	2	1	2	4	0	0	0	0	0	4	3	1	2	0	2	0	1	3	1	0	5	1	8	4	2	2	6	1	3	0	1	5	4	4	5	1	8	11	13	17	12	7	1	8	12	67	12	5	3	4	5	0	1	2	2	1	1	2	2	2	1	1	2	6	4	2	1	1	5	6	4	6	2	3	13	1	5	5	2	7	6	11	11	2
ALDH5A1	2	0	6	2	0	1	1	1	4	4	2	2	0	0	1	2	1	3	3	5	1	2	2	1	2	4	3	3	6	3	4	3	7	2	1	3	3	4	3	6	12	5	4	6	12	6	18	12	12	9	9	23	12	20	4	5	4	6	1	1	1	3	1	4	1	2	1	3	2	3	6	3	5	4	5	7	4	2	5	9	8	6	2	3	2	4	10	8	6	7	4
PPM1N	0	1	2	0	0	0	1	2	2	1	2	15	1	0	1	1	5	4	3	1	0	0	1	1	0	0	3	2	3	4	4	2	3	3	0	6	5	2	5	7	5	7	3	6	15	3	6	11	5	5	5	11	17	17	5	3	4	6	6	1	2	2	0	1	0	6	2	3	0	4	3	3	5	4	1	4	5	1	10	4	6	7	1	2	4	3	5	9	15	4	11
ZNF878	4	3	1	0	2	4	1	0	2	3	2	0	1	3	1	1	3	3	3	1	0	3	1	3	3	6	3	4	9	22	9	1	5	5	0	4	5	5	6	6	7	9	7	8	20	15	25	5	14	7	16	23	21	20	8	3	9	13	3	2	3	1	4	2	2	8	7	2	6	9	10	5	15	7	2	5	11	3	8	11	15	11	2	2	5	3	5	12	17	11	6
UNK	3	1	2	0	2	5	2	4	3	4	2	0	2	2	0	4	1	3	4	3	1	2	1	0	1	5	0	4	3	7	4	3	4	2	3	6	1	3	1	5	5	2	0	4	27	14	20	9	5	5	7	19	20	11	5	7	4	11	3	3	2	2	3	5	2	1	2	4	7	5	3	8	7	9	6	3	5	1	7	6	6	6	3	3	3	5	3	10	7	6	8
