SubRegion	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM	NAWM	NAWM	NAWM	NAWM	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM	NAWM	NAWM	NAWM	NAWM	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WML_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WM_line_Lesion_1	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WML_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	WM_line_Lesion_2	NAWM
OCIAD1	4	0	0	2	1	0	1	0	4	2	4	1	5	0	2	0	8	8	11	4	7	4	6	3	2	5	3	3	3	0	2	4	3	4	2	2	3	13	15	8	12	12	15	10	13	15	14	15	4	1	1	0	0	2	0	3	2	4	4	1	2	3	2	7	5	7	2	8	6	1	1	2	3	3	5	1	9	5	4	3	5	4	10	12	15	8	6	19	8	20	4
CUL4B	2	3	4	4	2	4	3	5	5	9	4	6	1	4	6	6	13	10	16	8	11	17	6	11	8	6	6	4	10	7	11	20	15	3	9	5	5	19	13	31	24	40	33	49	21	42	16	28	2	2	2	0	3	4	12	3	3	10	9	8	13	4	7	10	10	21	14	13	22	9	8	7	3	6	8	11	28	16	12	5	7	7	22	12	24	22	21	48	37	44	4
VAV3	1	2	2	1	4	1	1	1	8	3	1	2	2	6	3	2	8	2	6	6	4	6	4	3	1	2	4	3	1	8	15	15	5	4	1	2	3	8	12	8	16	15	24	21	19	14	9	15	2	1	0	2	2	7	5	2	1	5	4	4	2	4	7	2	3	13	7	5	7	4	6	1	7	2	5	8	8	13	3	0	2	5	7	11	13	8	8	19	24	25	1
RASA4	2	3	3	1	2	3	1	0	1	3	1	2	2	1	2	1	3	7	8	3	4	6	5	3	3	4	3	2	3	5	3	6	5	1	1	4	1	9	12	12	7	14	18	19	16	21	6	9	3	2	2	2	0	6	3	4	0	5	1	2	5	5	2	3	5	5	6	8	6	4	2	0	0	0	3	2	8	7	8	5	2	10	8	11	14	12	4	19	19	21	3
OR7E24	0	0	0	0	3	6	1	1	2	8	0	0	2	0	1	2	12	3	5	3	3	6	3	7	3	5	1	2	2	5	6	5	1	3	2	5	7	12	10	9	6	12	18	9	12	15	6	14	3	2	1	1	2	2	6	4	0	3	3	2	7	2	1	7	7	11	6	6	7	2	2	1	4	4	9	10	6	3	5	3	0	4	11	11	7	5	4	17	11	11	2
ALDH5A1	2	0	6	2	0	2	2	1	2	4	3	1	1	1	3	1	5	7	4	2	12	5	4	6	1	1	1	4	4	3	6	3	4	4	1	2	1	5	9	8	6	12	6	18	12	12	9	9	2	2	0	0	1	3	7	2	1	3	3	2	3	2	3	2	4	4	5	4	6	2	1	3	3	5	6	3	5	4	3	4	3	6	10	8	6	7	4	23	12	20	1
ZNF878	4	3	1	0	2	3	1	3	3	6	3	3	2	3	1	4	2	5	11	3	7	9	7	8	4	1	0	2	3	4	9	22	9	2	2	8	7	8	11	15	11	20	15	25	5	14	7	16	2	0	1	3	1	1	5	5	0	4	2	6	9	2	2	5	3	8	3	9	13	1	3	3	3	1	10	5	15	7	5	5	6	6	5	12	17	11	6	23	21	20	0
TTC36	1	0	1	2	2	3	0	0	1	5	1	2	2	2	1	0	2	5	4	1	5	5	9	3	1	0	3	1	4	1	2	5	7	1	1	4	1	6	38	7	8	11	8	12	12	5	7	12	1	5	1	2	2	0	4	0	4	1	2	1	4	6	2	2	2	4	6	6	3	4	7	0	0	4	4	3	5	9	5	1	2	6	12	3	4	2	9	14	14	12	1
MYO5B	2	0	1	3	2	2	3	6	1	4	1	1	1	1	1	2	4	2	5	3	8	6	3	10	0	3	1	4	2	5	10	6	4	3	4	3	2	7	9	5	7	16	10	15	12	5	11	11	0	2	0	0	0	6	6	3	5	3	2	9	2	2	4	2	8	8	7	4	5	6	2	1	1	2	7	6	9	11	7	7	5	7	4	1	5	6	5	26	15	20	2
AJM1	3	1	1	3	3	2	1	0	4	3	1	0	2	2	2	1	6	3	8	4	7	8	1	4	1	1	0	0	5	3	5	7	1	5	4	1	0	10	44	6	7	7	15	16	13	12	5	11	3	0	1	1	0	3	3	5	2	1	6	2	6	3	5	4	5	5	5	5	6	4	5	2	1	3	5	5	4	1	6	4	9	7	3	10	5	13	11	16	16	16	2
MYMK	0	1	2	0	3	1	2	2	1	7	3	4	3	3	0	5	7	3	5	4	6	2	4	7	2	3	2	5	3	3	5	6	3	3	3	3	1	9	10	13	10	8	5	12	15	7	11	9	0	1	1	1	1	3	4	4	1	5	4	5	7	4	6	2	5	9	7	9	9	3	1	3	3	0	4	5	5	6	3	3	3	7	8	10	10	4	5	31	18	19	1
PRSS54	2	3	2	4	1	2	2	2	1	2	0	3	3	0	4	1	2	2	11	4	2	6	4	8	3	5	2	2	3	2	7	11	6	6	1	4	1	20	5	9	10	19	13	15	18	10	6	7	1	0	1	2	3	4	1	3	0	8	1	2	3	5	1	6	2	11	5	10	7	5	1	0	2	1	11	4	9	5	3	5	2	11	3	13	9	4	8	21	14	25	0
FAM163B	3	2	0	1	2	1	2	1	0	10	0	2	4	1	3	2	8	4	10	7	7	3	5	5	5	3	3	6	3	6	10	13	13	1	5	2	2	10	16	10	11	14	17	19	25	16	10	19	3	2	3	3	2	3	4	5	0	7	11	3	8	3	9	5	8	12	8	6	6	8	4	3	3	4	5	7	8	9	10	4	4	8	14	13	8	11	11	27	15	16	2
SPINK8	1	2	0	1	6	1	2	3	1	2	1	2	2	2	1	3	4	2	6	1	10	8	3	6	2	5	3	9	4	5	5	10	8	3	3	5	1	10	14	10	8	19	20	24	9	14	6	12	3	0	0	2	1	0	5	8	0	5	8	4	8	3	2	3	6	7	5	12	8	3	1	5	5	1	16	3	7	8	4	1	7	4	8	7	7	6	14	19	21	28	0
FABP9	3	0	0	3	2	0	1	2	5	6	0	3	2	1	1	2	5	3	8	5	9	14	1	6	1	3	0	1	6	10	8	6	7	2	0	5	3	7	16	11	12	18	15	29	15	15	8	17	3	0	3	5	0	6	6	5	1	5	2	6	6	6	4	7	2	10	6	12	9	3	4	2	0	1	13	5	13	10	6	3	7	14	15	9	10	14	14	28	21	19	7
SNTN	1	2	2	1	3	2	3	3	3	2	0	4	6	1	3	2	7	2	3	3	10	5	6	4	2	2	0	2	2	4	8	15	3	1	7	1	4	16	14	16	15	25	10	23	16	11	8	15	7	3	0	2	3	2	1	7	2	10	5	4	1	2	4	2	2	9	7	8	9	3	1	3	4	2	8	1	7	11	3	5	6	7	12	18	10	10	11	25	18	19	3
ZNF799	6	0	0	3	3	2	0	1	1	7	1	3	0	2	1	2	2	2	8	3	9	5	2	5	1	1	1	2	1	5	7	7	10	1	1	3	3	12	14	5	18	16	14	17	14	10	3	14	1	1	5	1	2	6	4	5	2	4	4	6	3	0	6	5	6	6	5	2	7	3	2	5	1	1	2	8	10	5	5	3	2	10	3	1	7	7	8	17	17	18	0
PXN	6	1	3	4	3	6	6	5	4	16	2	3	9	7	2	3	15	15	24	4	30	20	10	10	7	5	5	11	13	10	15	14	17	6	4	10	8	12	28	33	24	47	23	34	47	34	17	37	9	7	0	5	4	10	14	8	4	12	13	6	16	7	10	8	12	20	16	16	13	12	2	9	10	4	12	23	25	23	11	6	7	15	29	32	26	21	21	50	40	41	6
SPAG11A	1	2	2	0	2	2	2	1	2	3	0	2	1	1	0	0	4	1	3	1	2	6	2	4	4	0	2	4	3	5	5	8	8	4	3	3	2	5	8	1	12	15	8	8	6	6	4	8	2	1	1	3	5	3	3	3	1	3	3	4	4	5	0	2	0	8	3	7	7	3	2	3	3	2	8	6	6	5	5	3	3	3	9	5	6	5	4	13	17	19	3
FAM86B1	1	2	2	1	0	0	3	1	4	1	1	0	3	1	3	0	1	1	3	5	9	6	3	7	1	2	2	3	1	1	6	3	6	1	2	1	1	6	3	7	6	10	7	9	13	9	9	6	3	2	2	2	1	3	0	3	0	3	1	3	5	2	0	0	1	3	3	5	2	3	0	3	1	1	7	1	6	5	9	3	0	6	7	7	6	8	8	11	10	12	0
GRIA2	1	1	2	1	3	1	2	4	3	5	2	3	1	0	4	2	12	4	8	6	6	5	6	12	4	1	3	7	5	4	3	10	7	1	5	2	3	17	15	18	20	20	13	23	17	8	5	20	4	3	2	1	2	1	1	6	1	4	2	5	3	5	4	4	4	11	10	6	10	3	1	2	4	4	7	5	4	7	5	2	4	4	17	12	10	9	13	29	24	25	1
ADGRA1	2	1	0	1	6	2	1	4	2	2	1	3	0	0	2	1	8	3	9	5	8	12	3	13	7	6	1	4	7	7	15	10	7	4	3	7	4	13	15	13	17	27	18	27	22	27	8	21	2	2	4	2	4	2	4	4	1	7	5	2	12	2	10	4	2	13	11	6	9	6	1	1	6	5	10	8	9	7	10	6	10	7	20	13	21	12	11	28	31	28	1
DDTL	3	1	1	2	1	3	2	3	3	4	4	3	1	2	3	2	1	4	2	2	10	6	3	9	1	3	2	3	4	5	4	10	8	2	4	2	4	10	6	4	10	21	12	22	14	8	6	13	1	1	3	3	2	3	4	1	1	3	1	4	3	4	5	5	2	13	4	7	5	1	2	2	4	4	4	5	12	5	6	1	5	11	10	7	14	8	5	17	10	12	0
SERPINA3	3	1	3	5	5	3	1	2	1	1	1	1	3	2	4	3	4	3	8	4	11	14	1	5	2	1	2	2	6	5	5	7	8	4	2	3	1	10	17	7	14	38	26	28	13	18	5	19	2	3	2	1	1	3	8	6	2	2	3	6	4	3	4	2	4	18	28	11	9	3	5	1	3	6	4	5	11	9	3	7	5	17	10	11	14	14	10	40	23	23	1
TMEM213	1	1	0	0	3	2	3	2	3	4	0	1	0	3	2	0	4	5	3	7	8	5	6	5	3	1	2	5	6	3	3	10	5	1	3	3	4	5	6	9	14	16	16	18	8	14	6	18	3	0	0	1	1	2	7	5	0	8	6	7	6	4	3	2	5	11	9	6	10	0	4	6	7	4	5	8	5	11	3	1	5	8	10	12	17	9	15	15	13	24	4
AAMP	2	1	2	1	2	0	0	0	2	2	1	2	1	1	4	2	7	6	6	6	7	6	4	8	6	7	1	4	4	4	13	11	5	3	2	2	3	14	14	22	9	25	15	25	15	16	12	17	8	1	2	4	0	3	3	7	0	3	8	3	2	3	4	3	3	11	6	5	9	6	7	5	1	3	5	4	9	7	0	3	5	3	9	11	16	12	7	20	18	18	3
AANAT	1	3	1	2	3	2	1	1	2	7	1	5	2	0	2	3	4	3	6	6	10	8	2	5	2	3	3	2	0	4	10	6	6	5	4	3	3	10	15	14	13	21	13	17	9	19	9	13	2	4	4	1	3	2	7	2	2	6	2	5	3	7	8	1	5	8	7	2	16	3	1	3	5	0	10	4	9	9	5	2	4	9	14	7	11	9	7	19	17	34	4
ABR	3	2	4	2	2	0	1	1	2	5	1	3	2	1	0	2	18	4	11	5	5	3	2	3	3	2	2	7	3	5	7	7	3	1	1	2	2	9	10	12	12	28	20	19	13	19	10	19	5	2	0	3	2	2	3	2	4	7	2	0	4	3	2	4	6	10	9	10	11	3	2	2	1	2	4	3	6	4	3	4	9	5	7	16	15	14	7	17	15	22	4
TXNRD1	3	1	0	1	4	1	5	2	3	3	1	4	1	3	2	2	9	2	3	3	12	13	5	7	4	5	0	5	4	8	6	6	11	1	5	2	1	17	11	11	8	24	23	25	17	24	14	13	6	1	5	1	2	4	5	3	4	5	6	2	7	3	4	3	6	9	8	8	10	2	4	7	6	6	6	2	7	9	6	5	4	7	7	9	10	5	7	23	18	17	5
GPR89A	0	1	1	2	0	2	1	1	4	2	1	3	2	0	1	1	3	3	6	2	5	2	1	6	1	1	1	5	2	3	7	9	7	2	6	2	0	7	4	5	5	23	7	9	7	11	4	13	1	3	1	0	1	1	3	3	3	5	4	3	2	2	2	1	5	5	6	6	12	1	1	1	5	0	62	3	5	6	9	2	2	8	7	3	6	11	6	10	12	22	1
OCM	1	0	0	2	0	0	1	1	2	4	2	4	3	3	3	1	9	5	7	7	11	12	4	3	1	1	2	5	1	3	15	7	3	4	2	4	5	12	12	16	6	18	16	21	19	14	6	14	3	2	2	2	1	0	6	5	3	6	6	4	6	2	11	5	6	5	3	5	12	2	4	2	2	4	7	10	5	10	5	3	4	12	9	8	9	7	3	21	21	31	1
GPR18	0	2	0	1	1	0	2	0	2	2	2	1	2	5	0	2	5	7	7	5	7	9	5	2	0	2	0	4	3	2	8	5	1	1	2	5	1	12	5	12	8	10	12	19	7	11	10	18	3	1	0	0	2	2	3	5	2	5	3	4	7	1	4	4	6	11	5	4	8	5	6	4	1	4	8	2	4	4	4	4	2	5	12	11	12	5	8	21	18	16	3
HNRNPF	2	1	5	0	1	6	2	2	1	8	1	5	2	0	2	3	6	5	5	4	13	5	5	7	5	10	3	5	6	7	5	11	8	1	3	3	2	13	13	2	11	18	21	34	16	17	5	10	2	3	2	1	4	4	5	1	2	7	4	0	0	4	6	1	5	12	10	6	11	10	5	7	5	2	8	9	8	9	4	3	8	7	8	15	15	12	8	24	23	27	1
CTNNB1	2	2	0	1	1	3	8	5	2	3	4	2	2	2	3	1	9	4	6	5	9	7	10	7	3	5	1	4	6	1	6	8	4	0	5	3	1	14	14	13	4	17	19	23	17	24	7	12	6	3	4	3	3	4	4	2	1	1	3	3	7	6	2	5	5	8	4	13	7	4	6	4	3	2	8	6	8	12	7	4	3	2	12	8	13	13	6	10	17	10	2
ZNF419	0	2	1	1	2	3	4	2	4	10	1	6	0	3	1	1	6	6	7	3	4	8	6	8	3	5	2	4	3	6	9	4	8	6	2	6	4	12	13	7	11	14	13	20	18	13	8	15	2	1	2	2	0	5	6	3	0	8	4	6	7	1	1	4	4	8	11	4	8	4	2	6	0	4	7	9	3	8	6	5	7	2	5	13	14	4	13	12	17	17	3
TMEM251	2	0	2	2	3	4	3	3	1	5	1	2	2	2	1	5	5	4	6	5	8	12	3	9	5	3	0	2	7	4	9	8	3	3	2	7	2	10	11	8	10	16	29	24	13	22	8	14	1	1	4	1	3	3	5	7	1	5	3	3	4	3	9	4	3	8	5	9	4	2	5	4	3	6	10	3	11	7	7	4	6	9	7	9	5	12	7	18	14	19	2
OBSCN	4	1	3	2	0	4	3	0	5	7	4	2	2	4	1	2	4	6	11	3	11	10	4	7	3	4	4	8	7	5	12	14	4	8	8	2	5	9	10	13	20	31	22	35	25	14	3	20	3	0	0	2	2	4	8	5	0	5	7	1	4	3	8	4	6	10	6	17	10	3	2	3	3	3	9	11	12	11	6	7	6	9	15	13	16	11	10	25	21	27	3
HEPHL1	2	1	1	0	2	4	3	2	1	3	3	0	2	4	4	3	3	2	5	2	10	6	4	5	2	4	2	0	2	3	5	13	6	0	1	0	3	12	20	7	6	19	12	19	9	15	15	11	3	0	1	0	2	1	4	4	2	5	3	3	9	3	4	3	6	10	7	10	9	2	2	2	3	5	6	3	8	7	8	2	9	8	5	9	7	8	8	23	17	18	0
GTF2H2C	7	4	2	1	4	2	1	0	6	7	2	2	1	1	1	2	9	2	5	5	11	9	2	7	4	7	4	8	6	9	5	6	9	4	0	3	5	13	18	15	8	25	14	23	22	19	15	11	3	1	4	1	5	5	2	4	0	5	3	5	6	3	1	11	5	7	3	4	8	7	6	3	3	2	7	6	8	9	3	3	6	7	12	9	13	11	6	35	16	27	1
SEPTIN8	0	4	2	1	8	0	3	1	0	3	5	1	1	2	1	2	4	6	7	3	6	7	1	4	5	5	3	6	9	4	9	9	5	0	2	0	2	13	9	6	9	14	15	15	9	11	7	15	9	2	4	3	2	2	2	1	0	7	1	3	5	2	2	3	8	1	5	7	8	21	8	13	10	7	2	3	6	2	3	11	6	8	11	12	16	10	11	5	12	13	4
MORN4	0	0	2	1	3	1	1	2	2	4	1	1	6	5	1	1	3	5	2	1	7	2	1	3	0	4	1	6	3	2	2	4	4	0	3	1	3	9	8	9	11	14	15	22	8	10	12	20	1	2	2	2	3	0	3	2	1	6	1	1	5	2	4	3	3	4	4	4	6	0	1	2	3	0	9	5	6	10	6	3	5	10	9	5	12	6	4	10	16	11	2
ZNF506	2	3	2	4	1	0	2	2	4	3	1	3	4	3	3	1	3	6	9	3	9	12	4	9	5	2	2	0	2	6	4	9	5	2	8	2	3	16	9	6	4	17	12	20	13	7	9	23	5	3	1	1	1	3	5	5	0	7	4	5	4	4	4	3	4	10	5	6	9	1	3	2	2	0	5	4	8	5	6	4	2	4	9	12	5	6	8	14	16	15	4
NUTM2A	0	0	2	1	1	0	1	1	2	1	0	2	2	2	3	2	5	6	5	2	11	7	3	1	2	0	1	1	3	5	3	5	9	2	2	0	3	7	9	12	10	13	9	13	6	6	8	8	1	0	1	2	1	3	4	3	0	2	6	1	4	1	5	2	1	5	5	10	1	1	2	2	3	1	4	4	8	5	5	2	1	5	6	9	7	5	3	19	6	15	1
KAT6A	1	3	1	1	1	3	2	2	3	4	1	4	1	1	1	2	7	3	6	1	8	1	6	7	2	5	3	1	11	4	6	4	6	6	1	4	0	7	9	10	5	16	14	20	10	8	15	16	2	2	1	2	1	6	4	4	0	7	2	7	2	5	1	2	3	8	6	9	9	4	3	3	6	4	5	5	6	7	8	0	5	10	5	11	6	9	8	19	13	23	2
ULK3	1	2	2	0	3	2	1	2	2	11	2	4	5	2	2	4	8	3	10	5	9	4	4	6	4	3	3	11	6	2	7	10	5	1	4	4	1	11	15	11	7	19	12	19	19	10	6	13	2	3	6	0	1	8	3	3	1	9	3	2	1	1	3	4	7	9	7	12	8	5	5	6	2	3	5	1	12	8	1	4	2	11	15	5	15	9	8	21	18	24	2
LRRN3	2	4	0	2	1	2	0	3	4	3	1	6	2	0	6	1	7	4	8	4	6	6	0	3	3	3	4	4	5	3	6	9	6	6	1	7	2	15	9	13	10	14	18	16	10	15	7	13	1	1	0	0	1	2	4	1	0	4	9	9	9	0	2	2	3	4	4	11	8	2	4	4	2	4	7	3	7	7	5	3	4	4	11	10	7	6	10	18	19	18	1
NXF2	2	0	2	2	5	3	0	3	1	4	2	2	2	2	2	1	11	3	4	4	4	7	1	6	2	5	7	3	2	3	8	6	11	4	3	2	2	9	14	10	16	26	17	20	13	15	12	19	3	2	3	2	0	2	2	2	3	14	5	3	3	4	4	4	3	8	9	9	9	2	0	2	2	2	10	6	7	6	7	3	7	8	9	11	17	2	7	29	22	21	2
ZNF578	0	0	2	3	2	0	4	2	3	4	0	4	6	3	0	0	4	5	10	3	8	7	4	5	3	1	0	0	4	3	7	9	5	0	4	0	3	7	14	12	14	12	18	26	17	17	7	10	1	6	1	0	1	3	3	1	1	12	3	4	6	2	5	3	0	7	4	4	9	1	3	3	2	1	4	4	6	12	6	2	5	7	11	10	12	9	7	20	21	18	2
SENP6	2	0	1	3	4	4	2	1	2	2	2	1	0	3	0	2	6	9	8	4	8	9	2	4	2	3	3	4	5	4	6	9	9	1	1	2	0	13	9	8	10	21	16	18	9	11	11	25	3	2	1	0	3	2	8	3	1	5	2	3	3	2	2	4	3	6	6	7	8	3	7	3	2	1	7	6	3	7	13	6	5	11	6	9	16	8	8	16	17	21	0
REX1BD	0	0	1	2	3	1	2	1	2	1	2	0	4	1	1	1	7	3	11	6	7	4	3	3	2	7	2	2	0	5	4	4	8	2	3	1	2	6	12	14	12	23	13	13	23	18	6	16	0	3	1	0	2	2	1	3	0	5	5	5	6	2	7	1	0	7	5	13	11	4	2	3	1	1	8	7	3	6	2	4	5	4	11	12	22	7	7	12	17	21	0
SPATS2L	2	2	0	0	1	3	2	6	4	8	4	3	3	2	2	1	7	2	5	1	6	8	1	5	1	1	4	0	4	4	2	14	3	2	3	5	1	12	14	8	13	19	17	11	12	12	11	15	3	0	1	4	2	1	5	9	2	3	8	0	6	2	4	3	6	6	6	8	3	6	3	4	2	2	5	4	6	7	3	4	4	10	13	14	17	6	5	15	14	20	2
PLEKHB2	4	3	1	5	3	5	2	0	3	7	2	3	2	5	5	1	6	4	18	6	10	11	3	5	2	6	5	1	6	5	12	18	11	0	5	6	3	11	21	21	17	38	23	33	22	20	12	20	1	4	3	3	3	7	3	6	6	11	6	4	2	2	6	2	6	11	5	11	13	2	1	2	4	5	13	6	11	12	7	7	4	10	17	17	17	16	6	28	28	35	6
CXCL16	0	1	5	5	1	1	0	4	3	6	2	1	1	3	2	0	5	3	4	4	13	9	2	4	2	1	2	11	1	5	10	7	16	1	4	2	2	10	13	6	8	28	22	28	16	22	9	7	2	1	3	2	4	6	8	4	0	4	2	1	3	2	4	6	2	12	8	10	14	6	2	4	2	2	7	3	11	4	1	4	3	10	10	5	10	9	8	20	28	24	5
CLDN25	3	6	1	0	4	2	4	3	6	9	4	1	3	4	0	6	7	11	9	12	9	7	5	10	9	7	7	13	7	6	22	25	11	3	4	11	5	22	23	25	20	33	25	31	24	22	15	32	11	2	3	3	3	7	10	3	3	10	7	2	16	5	7	12	11	21	11	13	15	7	6	8	4	3	11	7	13	8	8	6	7	13	11	17	21	14	21	52	35	38	4
CXXC1	2	1	1	1	2	2	3	1	2	2	2	3	2	2	2	0	2	5	13	7	6	9	2	7	2	0	0	3	4	3	2	5	3	2	1	2	4	9	36	10	6	22	16	29	9	16	12	13	4	0	5	3	3	2	5	2	1	7	4	6	5	7	4	6	5	6	5	3	8	5	3	2	1	3	7	5	6	10	2	5	2	6	6	8	10	8	7	13	18	24	6
FAM13B	1	1	1	0	3	2	1	1	1	7	1	3	0	2	2	4	5	7	9	9	7	9	4	8	3	2	2	0	4	4	12	5	5	4	4	1	3	8	15	7	5	25	20	13	16	15	4	13	2	1	0	3	3	3	1	4	1	7	1	5	7	0	4	3	2	8	7	15	8	2	1	2	3	1	4	6	9	11	4	3	4	2	13	10	11	5	5	24	20	23	3
ZNF836	2	0	3	1	4	0	1	0	1	5	0	4	1	0	2	3	5	5	4	3	11	3	4	9	4	4	2	7	1	1	6	13	5	4	3	4	1	14	14	9	11	13	13	23	17	10	13	12	2	1	4	3	0	4	2	3	1	7	3	5	6	3	3	2	6	10	2	12	6	0	0	2	2	2	7	2	7	7	5	5	0	10	7	9	9	6	7	15	16	12	1
RRAS2	1	1	0	1	2	2	0	2	1	3	1	2	1	6	2	2	2	9	13	1	3	7	5	6	0	2	0	2	2	3	10	4	2	1	1	3	1	11	13	7	7	17	8	18	11	12	8	8	2	4	1	1	2	7	2	3	4	6	7	1	7	2	1	4	2	7	1	6	3	1	2	3	6	1	11	11	4	9	3	6	4	12	7	15	12	9	5	18	17	14	3
FBRS	2	3	6	4	6	1	0	0	5	4	1	4	3	1	5	2	11	11	10	8	13	19	5	9	6	3	6	4	7	9	20	17	13	5	3	5	3	20	23	9	9	38	16	46	22	31	18	27	9	4	8	0	2	7	9	5	1	12	3	3	13	3	6	11	5	25	16	8	20	5	6	8	5	5	14	12	9	16	13	2	7	9	20	22	18	11	17	31	36	32	2
ABCC4	2	1	1	1	2	1	3	0	2	4	0	0	2	2	1	1	9	2	8	3	8	9	8	3	3	4	1	8	2	5	8	6	6	7	3	1	3	8	12	8	8	13	13	14	7	11	8	10	3	0	4	2	3	1	4	5	1	0	6	1	3	3	4	2	3	11	1	3	7	1	3	6	0	2	1	10	10	11	6	0	2	4	12	12	8	10	6	16	17	20	3
HECTD4	4	3	1	1	1	4	1	0	3	4	3	1	3	2	2	1	4	2	6	9	6	4	2	4	1	1	2	4	5	4	4	9	4	1	1	3	4	8	9	4	7	21	19	14	15	13	13	9	3	0	2	1	6	5	3	7	2	2	3	4	7	3	3	7	7	7	3	6	13	5	2	2	3	4	12	3	7	10	8	6	4	4	14	10	15	12	8	19	15	18	3
SYNPO	3	0	1	2	3	1	0	0	5	2	2	3	1	4	5	1	8	7	11	4	10	14	6	9	5	1	3	4	3	3	11	10	8	2	2	2	3	21	21	22	16	13	17	27	15	13	12	18	1	1	1	4	0	5	3	2	0	2	3	6	7	3	6	7	9	8	11	4	6	10	1	4	4	7	13	8	3	7	9	5	4	8	13	10	11	16	17	17	15	17	5
ADAM10	1	0	4	1	2	1	1	2	0	2	0	1	1	2	8	2	4	3	7	3	4	8	0	5	3	3	1	5	4	5	8	12	4	5	5	3	2	10	13	7	9	14	23	20	15	11	12	12	2	3	0	1	0	3	5	4	0	3	5	4	5	1	4	2	2	8	8	7	8	4	7	3	0	6	6	6	6	9	7	8	4	5	10	10	14	8	4	17	19	21	0
NAA16	1	2	1	3	2	2	2	2	2	3	1	5	1	0	2	3	7	6	7	2	10	3	4	3	0	4	2	1	3	7	5	14	4	4	0	2	4	6	30	6	8	27	16	25	15	13	5	14	2	2	3	0	1	29	6	1	1	6	5	3	3	6	3	1	5	2	4	6	8	4	3	2	2	5	4	4	5	11	3	3	3	5	12	10	10	7	10	21	16	26	0
ADAR	0	4	1	2	3	2	0	1	3	8	3	1	7	1	2	2	10	4	8	5	11	4	5	9	5	7	2	4	5	2	11	4	4	3	0	6	2	6	11	9	10	25	19	30	19	20	6	15	3	2	2	3	4	2	2	1	3	6	3	4	4	4	2	2	3	6	10	9	7	6	9	6	4	2	5	6	7	4	10	2	7	7	12	7	9	16	9	25	24	21	2
NAV2	4	1	1	0	3	2	1	1	3	1	3	1	1	0	3	5	3	3	10	9	7	10	2	7	0	2	0	3	3	1	12	4	12	4	2	3	2	8	13	11	6	24	20	24	11	10	9	81	1	2	2	1	2	3	7	3	1	9	5	4	3	4	6	3	6	8	8	7	5	6	1	2	2	3	8	8	17	9	4	1	6	9	14	10	9	7	6	18	26	18	3
KCNC1	0	1	4	2	0	2	1	1	0	2	1	0	2	1	0	0	6	7	8	2	6	3	0	4	1	1	1	2	0	1	4	4	4	1	2	1	0	10	7	10	9	9	15	10	5	7	10	7	1	3	1	0	0	2	1	0	2	6	3	2	7	1	3	0	7	3	7	2	5	6	5	1	0	1	1	5	6	4	3	2	2	5	6	7	9	7	6	14	16	9	4
AMN1	0	0	1	1	3	1	5	5	4	7	1	1	4	2	4	0	3	3	9	3	8	9	6	7	2	3	2	3	1	2	11	5	5	2	2	4	2	7	13	10	10	19	16	17	8	7	7	6	6	2	3	1	0	0	6	4	0	6	6	0	4	2	3	3	7	7	8	5	5	1	4	3	4	3	2	5	7	7	7	2	3	4	4	7	6	11	3	16	9	18	1
ENTPD6	0	0	1	1	2	2	4	0	2	1	3	2	1	2	4	4	4	7	4	8	11	3	5	5	0	4	1	3	4	2	4	12	3	2	5	2	5	12	12	16	9	16	13	12	13	14	6	15	4	2	1	2	2	4	5	6	3	4	1	5	3	1	3	0	3	7	7	9	10	9	2	2	4	5	8	7	5	5	4	6	4	7	5	15	7	15	10	24	19	20	1
