"logFC","logCPM","F","PValue","FDR","gene","comparison"
1.66143234402484,14.2584793108214,135.228997342228,1.55363131310463e-20,3.52674308074751e-18,"MBP","WM_line_Lesion_1 - WM_line_Lesion_2"
1.14893277967584,11.937634349546,46.9866523641364,5.3936719471114e-10,6.12181765997144e-08,"FAM107A","WM_line_Lesion_1 - WM_line_Lesion_2"
1.04488392151738,11.7027021139275,44.9754073866433,1.01403783785776e-09,7.67288630645704e-08,"MTURN","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.977302131334758,12.8649441821214,42.7305948052578,2.41218061042206e-09,1.36891249641452e-07,"APOE","WM_line_Lesion_1 - WM_line_Lesion_2"
0.847627252429034,14.0104701187601,36.9027200685969,2.0583117314246e-08,9.34473526066769e-07,"GFAP","WM_line_Lesion_1 - WM_line_Lesion_2"
-1.04371451644021,12.3365129517842,36.0375528664394,2.70375189641896e-08,9.60792654718844e-07,"CTSB","WM_line_Lesion_1 - WM_line_Lesion_2"
1.22929069098715,11.8669100879124,35.4103596512211,2.96279673261317e-08,9.60792654718844e-07,"PLP1","WM_line_Lesion_1 - WM_line_Lesion_2"
-1.05889935207539,12.624952468532,31.5845665286171,1.59177288239333e-07,4.51665555379107e-06,"APOC1","WM_line_Lesion_1 - WM_line_Lesion_2"
1.028706351486,13.694012569576,30.2386520145972,2.76354086596263e-07,6.97026418415018e-06,"CRYAB","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.861137862520661,12.299783309387,29.7265784094044,3.39285535769907e-07,7.70178166197688e-06,"VIM","WM_line_Lesion_1 - WM_line_Lesion_2"
0.874323627604714,13.2356717265631,27.3433064871781,8.90694017781105e-07,1.83806856396646e-05,"FCF1","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.782064127717013,12.1869948139847,25.6190031092756,1.81975088444199e-06,3.43768165609867e-05,"HLA-B","WM_line_Lesion_1 - WM_line_Lesion_2"
-1.9135849522359,13.1402124926344,25.4025073813563,1.96871636692875e-06,3.43768165609867e-05,"IGHG2","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.760597957045246,12.2673245783609,23.343938519887,4.69888934118329e-06,7.61891343177576e-05,"CD74","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.900412317558681,13.8249308093533,19.2497894366036,2.76692302961673e-05,0.000418727685148665,"CLU","WM_line_Lesion_1 - WM_line_Lesion_2"
-1.84279198513718,13.1606880136736,18.854591723146,3.28457222178313e-05,0.00044613560646298,"IGHG1","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.759191840206075,12.7317592179516,18.8201372778278,3.34110366073597e-05,0.00044613560646298,"CTSD","WM_line_Lesion_1 - WM_line_Lesion_2"
0.772515879453979,11.7479709867431,18.2806832533277,4.1935841626522e-05,0.000528857558290027,"C4orf46","WM_line_Lesion_1 - WM_line_Lesion_2"
0.491189902115318,12.6173215660259,17.8475994574868,5.17148601598336e-05,0.000617856487172749,"RPS3A","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.657093095364277,11.6261749375488,17.0751505421449,7.19965873771538e-05,0.000817161266730696,"C3","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.740443431236555,11.9906256234758,16.7100548963761,8.32727256391718e-05,0.000900138510480572,"CTSZ","WM_line_Lesion_1 - WM_line_Lesion_2"
-1.43283771236907,13.209755431235,16.2004405707857,0.000108623263183526,0.00112079457921183,"IGHG3","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.678898268550005,12.1177298382885,16.0039685643323,0.00011680669204266,0.00115283126494277,"GPNMB","WM_line_Lesion_1 - WM_line_Lesion_2"
-1.82866053680505,14.1926274017224,15.6471888446629,0.000139751908198437,0.00132182013171022,"IGHG4","WM_line_Lesion_1 - WM_line_Lesion_2"
0.640098564885836,11.943292204763,14.2145065115749,0.000271820759603541,0.00246813249720015,"HMGN2","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.621144225358865,11.7413313849845,13.4826334039798,0.00037677421054053,0.00328952868433463,"B2M","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.506722141333751,12.4303287772474,13.2768464852845,0.000420977938518902,0.00345135761811522,"OAZ1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.558083617776135,12.5914649640701,13.2361267163299,0.000430782608111335,0.00345135761811522,"RPL21","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.527412206152837,12.1971804242257,13.1794953355647,0.000440922338878156,0.00345135761811522,"CD81","WM_line_Lesion_1 - WM_line_Lesion_2"
0.577903985799556,11.8181674848875,13.055550711184,0.000468765626423757,0.00354699323993976,"RPL5","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.562669504456021,12.1384262569231,12.9184767394762,0.000499550442290863,0.00365799840000083,"CST3","WM_line_Lesion_1 - WM_line_Lesion_2"
0.559746669709541,12.3151280905304,12.8442978656259,0.000517962807394806,0.0036742986649569,"LYRM2","WM_line_Lesion_1 - WM_line_Lesion_2"
0.54644291535134,12.5738945996908,12.242534740964,0.000690728500774125,0.00475137483865838,"PRMT8","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.619254646678023,11.9679231672601,12.0234689320191,0.000755160398401251,0.005041806189326,"SPARCL1","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.673702179379266,12.0933420599778,11.9682669266271,0.000780234945923658,0.00506038093499058,"ITM2C","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.750925552097394,11.9276313839629,10.8515409670025,0.00130915697338223,0.00825496202660464,"NRGN","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.60647803518794,11.8896415594897,10.7805050957575,0.0013929254831456,0.00854578607227167,"SIRT6","WM_line_Lesion_1 - WM_line_Lesion_2"
0.618927257717802,11.6251036690054,10.5046121025662,0.00159513619848857,0.00952883992255011,"CNP","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.516318456033669,12.0205115944142,10.2570696270484,0.00180960371553958,0.0105272317769689,"HLA-E","WM_line_Lesion_1 - WM_line_Lesion_2"
0.698289649366549,11.3803723791946,10.1999049181709,0.00185501881532492,0.0105272317769689,"EFHD1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.464953044577877,12.1094120128673,10.0057316979559,0.0020498084237419,0.0113489393216929,"HNRNPA1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.687516592444715,11.8812019188208,9.66510001292995,0.00240965487665328,0.0130236108809594,"APLP1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.571366232882076,11.3751475212604,9.10185301093619,0.00316600271519162,0.0167135492174069,"DBNDD2","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.487940420631089,11.8716263310275,8.66033460861289,0.00400452978994091,0.0206597332344679,"HLA-DRB1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.49191201120348,11.7569818928078,8.52225397415831,0.004298969526709,0.0216859129458432,"NDRG2","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.500240146968657,12.1024261880678,8.42514566344146,0.00450483367435193,0.0222303748712584,"C1QB","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.453284343750925,13.149003076164,8.04245258637064,0.00549807730031099,0.0265545435568212,"TMEM30A","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.576391607614754,11.6472800563786,7.76085992250587,0.00627848087136444,0.029691982454161,"IDS","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.482351590313399,11.9790430399225,7.1097207029512,0.00885081565430343,0.0410027582352424,"C1QC","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.396358168899622,12.9515157439554,7.0285985098024,0.00927577122889377,0.0421120013791777,"TMSB4X","WM_line_Lesion_1 - WM_line_Lesion_2"
0.335905852437515,12.7093080218352,6.48695791348539,0.0123416061209172,0.0549322468519254,"RPL7","WM_line_Lesion_1 - WM_line_Lesion_2"
0.515442017413432,11.9249538441266,6.4092917373706,0.0128407656728642,0.0560548809180802,"FOXD4L5","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.377885833164602,12.0888209734234,6.2831880306074,0.0137373240856597,0.0588372182536744,"BRI3","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.498791833865956,11.4360880230644,5.94533715171224,0.0163615343981062,0.0687790427475945,"HLA-DRA","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.426947970075303,12.0436910948157,5.52462079919455,0.0206057154754264,0.085045407507669,"TLE5","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.467880464722409,11.8391147457196,5.32215259910992,0.0229579455001054,0.0930616719379272,"SLC1A3","WM_line_Lesion_1 - WM_line_Lesion_2"
0.537693171837484,11.6534505492757,5.19047718525471,0.0246784078873959,0.0982806770252432,"TUBB4A","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.306595465864209,12.3428879258099,5.15122934391755,0.0252982094362199,0.0990119576210675,"HSPH1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.304690511905572,12.0314086828623,4.75858516387031,0.0314041534218364,0.120826149606049,"RPL26","WM_line_Lesion_1 - WM_line_Lesion_2"
0.391082097663916,11.6266221864098,4.65746941565627,0.0332038812912864,0.125621350885367,"MT3","WM_line_Lesion_1 - WM_line_Lesion_2"
0.381942571951533,11.9479667572823,4.47225883931668,0.0368499330404,0.135434956582342,"ANKRD36B","WM_line_Lesion_1 - WM_line_Lesion_2"
0.362024664655265,12.1120684323179,4.46413203343231,0.0369910454101551,0.135434956582342,"QKI","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.328828728125171,12.3296827178899,4.32570582736373,0.0400177274377326,0.144055799764203,"HSPB1","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.412163834777141,11.994635329382,4.29277081259485,0.0406148510348414,0.144055799764203,"BASP1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.343591954730572,12.1027740369242,4.21206572939579,0.0426442752235836,0.147332442368447,"RPL19","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.401932830999678,11.7834428595699,4.20427577061923,0.0428367453582269,0.147332442368447,"PPP2R2B","WM_line_Lesion_1 - WM_line_Lesion_2"
0.33257572755147,11.7982868010484,4.14371365262185,0.0443228958906887,0.150168617420692,"RTN4","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.921810823696456,12.7321808930386,4.02440393509841,0.0474383172478224,0.157728587997768,"IGKC","WM_line_Lesion_1 - WM_line_Lesion_2"
0.600023392168979,11.9100080562631,3.96315102445947,0.0491543966928872,0.157728587997768,"PITX1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.391690959146234,11.7437207768172,3.9570297041429,0.049320298634091,0.157728587997768,"KRTAP5-8","WM_line_Lesion_1 - WM_line_Lesion_2"
0.395133907056262,11.6032787332203,3.95586516545439,0.0493336112239715,0.157728587997768,"NDRG1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.290602831670198,12.2787730149605,3.79180086605625,0.0542157389359431,0.170930176923043,"PTMA","WM_line_Lesion_1 - WM_line_Lesion_2"
0.299342637657229,11.912933591255,3.7133059850235,0.0567293164175279,0.176404860640806,"RPS10","WM_line_Lesion_1 - WM_line_Lesion_2"
0.318024261442679,11.8899543938747,3.61122946023119,0.0601813781755627,0.184610443862875,"RPS6","WM_line_Lesion_1 - WM_line_Lesion_2"
0.236435725214312,12.1289382217087,3.53032627899593,0.0630726249259969,0.189370729358642,"RPL6","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.310735162649272,11.7568946420973,3.51903635738728,0.0634161442418483,0.189370729358642,"GNAS","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.24081914032376,14.2290211898494,3.49856029576361,0.0642358861701119,0.189370729358642,"DHRS1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.318823584636141,11.763348781033,3.46816866956922,0.0653238483494054,0.190109148401475,"RPL37","WM_line_Lesion_1 - WM_line_Lesion_2"
0.291707885342793,11.7545589713547,3.30006486141773,0.0721541109950294,0.207328901213565,"HSPE1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.277607345291627,11.8600554644961,3.24016666394149,0.0747646020575313,0.212144558338245,"LAYN","WM_line_Lesion_1 - WM_line_Lesion_2"
0.2901298782499,11.5469387986567,3.09573563541529,0.0814161447742052,0.228166232885736,"CHORDC1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.310234404898011,11.7604454783758,3.02945689056509,0.0847285104385379,0.234553315482294,"SLC35D2","WM_line_Lesion_1 - WM_line_Lesion_2"
-0.501422924754038,12.2358857846388,2.98278726985752,0.0869525775374816,0.237810061457932,"SPP1","WM_line_Lesion_1 - WM_line_Lesion_2"
0.305596215321061,11.8295109169819,2.93734012477606,0.0895483135403172,0.24199365682919,"CLDN25","WM_line_Lesion_1 - WM_line_Lesion_2"
0.358915389914483,11.6344793301118,2.77689966334335,0.0985832688459667,0.256121304104391,"STMN1","WM_line_Lesion_1 - WM_line_Lesion_2"
