"Gene","logFC","logCPM","F","PValue","FDR"
"DNAJB2",-0.693884972028786,11.7991895965698,12.1780240832385,0.000714208432036042,0.00263871628569759
"CUL4B",0.561629989412655,11.9283474198032,12.1591062093944,0.000720706650719164,0.00263871628569759
"SLC35D2",0.626265784753402,11.7604454783758,11.9567901147978,0.000794126076684628,0.00286137491122874
"HMGN2",0.623320779995512,11.943292204763,11.1814812514784,0.00115464526504194,0.00409538242444564
"TANK",0.610504300791726,11.695852278037,10.8737640291007,0.0013411291849825,0.00468363576909274
"HSP90AA1",-0.517316117343757,13.1721696747374,10.6689633447915,0.00148221068463595,0.00509790644564183
"FOXD4L5",0.707032881519778,11.9249538441266,10.2922644501567,0.00178303956807309,0.00602186805052411
"CTSA",0.554703892060576,11.8409932428065,10.2686167210291,0.00180390760984863,0.00602186805052411
"RPL21",0.538701213194214,12.5914649640701,10.0012020889658,0.00205820252619698,0.00677118802096686
"C3",0.731745049730277,11.6261749375488,11.5893886489011,0.00213340557239376,0.00691832949904832
"RBM42",0.518956537050793,12.0380090613806,9.3565196397581,0.00283513427843407,0.00906444339724694
"RNPEP",0.49915186414686,11.9838924392958,9.28247146572177,0.00294200546746188,0.00927548945991454
"SERPINH1",0.655799694100057,11.6314590481581,9.17826459588381,0.00309950444070766,0.00963818504165259
"TPI1",-0.531654613711331,11.6093419184992,9.14382893572194,0.00315344640965212,0.00967340993231125
"QKI",-0.656258418515018,12.1120684323179,8.90660304992402,0.00355243461322411,0.0107520354293583
"NDRG2",-0.56107202175283,11.7569818928078,8.81129771829949,0.00372711559717648,0.0110531452307342
"STMN1",-0.695131103518798,11.6344793301118,8.79952345571639,0.00374930476989664,0.0110531452307342
"CRABP2",0.556793284965721,12.0742006696067,8.69665272619001,0.00394908325855442,0.0114928448678443
"TRPM3",0.512753221989315,11.832330704574,8.19148714614403,0.00510293001604304,0.0146628495397692
"HSPA8",-0.484692396775594,12.1185453780117,7.96952991226253,0.00571562605569418,0.0162180889330322
"EHD1",0.559668522635782,11.6700220619808,7.6420172633697,0.00676260644076697,0.0189519958278284
"RPL7",0.408717414732903,12.7093080218352,7.58772631163248,0.00695455506039046,0.0192522438866907
"RPL17",0.421991081345381,12.5838135647145,7.59804166235743,0.00725857407852457,0.019851762841266
"BARX2",0.485133683521916,11.9729264818595,6.9998064039704,0.00943573295257484,0.0254277086629875
"RPS27",0.458089278937607,12.0522604848133,8.08530565309244,0.00952138870640503,0.0254277086629875
"UBE2Z",-0.700720414328491,11.5041869579313,6.7803137441894,0.0105846289134148,0.0279384972481994
"APOC1",0.770062055375458,12.624952468532,6.65820254801441,0.0112860837843888,0.029447597920187
"RPS3A",0.348264747578275,12.6173215660259,6.61895645872236,0.0115216946933125,0.0297207351747948
"VEGFB",0.452336302311274,11.7411041093965,6.52566438353601,0.0121026124922534,0.030861762920714
"HSPA1B",-0.462640873478855,13.0753385375798,6.5049125417419,0.0122359412460981,0.030861762920714
"RPS6",0.493187462492916,11.8899543938747,6.46651971424171,0.0124866726632561,0.031148073566584
"PCBP1",0.405093612110338,12.1236854166347,6.34046464365495,0.0133483334063139,0.0329355617742744
"EIF1",-0.528913104209726,11.6331721075755,6.22222522720517,0.0142131663873011,0.0346923523647027
"APLP1",-0.685204216393081,11.8812019188208,6.19617211130082,0.014411488312263,0.0348022111370606
"HMOX1",0.610007723010805,11.5692287624523,6.01664024939023,0.0158593514393041,0.0378955029128635
"RPL5",0.465500999306239,11.8181674848875,5.9503730092566,0.0164315953885111,0.0388538765957502
"CRYAB",0.511742732584354,13.694012569576,5.75514437570193,0.0182468294587201,0.0427013431662832
"RPL8",0.519333889967868,11.6062857008136,5.69618266509833,0.0188355297630781,0.0436292373083544
"FBRS",0.479683614679596,11.7483118276669,5.57762426953355,0.0200804882490692,0.0457542906258546
"DELE1",0.425502815945084,12.3220082761658,5.57067668950663,0.0201560751655747,0.0457542906258546
"HLA-B",0.448838207911604,12.1869948139847,5.51228985344631,0.0208032472283917,0.0467558130776724
"ACSL1",0.536682057628184,11.5903092452756,5.48206081712335,0.0211468650559708,0.0470621408598567
"EFHD1",0.585473253665931,11.3803723791946,5.39743946831421,0.0221409070651391,0.0487959796484133
"HSPH1",-0.374429669150564,12.3428879258099,5.35088713410888,0.0227086208398384,0.049111528411628
"BCL2L2",0.355663227139531,12.6719819987768,5.35022654705703,0.0227167862696958,0.049111528411628
"DOK6",0.373962728888411,11.8635153831233,5.33095070839444,0.0229564194383263,0.0491613887971705
