"Gene","logFC","logCPM","F","PValue","FDR"
"KPNA3",0.587486001385082,12.3064896200165,12.5854551061051,0.000587966186492729,0.00112158255742731
"DELE1",0.653378507954819,12.3220082761658,12.4655910169236,0.000622523486208514,0.00117760692807777
"CTSA",0.646370004516775,11.8409932428065,12.3064226070992,0.000671667029684126,0.00126006955155617
"BARX2",0.669057662469148,11.9729264818595,12.1343827019071,0.000729290859302511,0.00135695922181697
"HNRNPA1",0.570758879974871,12.1094120128673,11.9489326035976,0.000797128054591533,0.00147112250725429
"IGKC",1.34154047502536,12.7321808930386,11.7921608992911,0.000859526331544798,0.00157348771984411
"RPS17",-0.588923807989086,11.8360607011432,11.7497486369102,0.00087725603749482,0.00159309696409059
"DNAJB1",-0.429715914272981,12.8499534348377,11.7044655962236,0.000896601672911637,0.00161530618849954
"CTSD",-0.64841319020276,12.7317592179516,11.0572761651932,0.00122647427159602,0.00219220204450627
"DPYSL2",0.547086228522929,11.6079028586882,10.9995072702584,0.00126143557797195,0.00222757690833082
"UBB",0.507270218627044,11.8217029472249,10.9922628453879,0.00126589172323646,0.00222757690833082
"EPHA5",0.681914773563095,11.6545394988662,10.5133763486035,0.00159955833785995,0.00279307494380161
"APOE",-0.556396473331935,12.8649441821214,10.4340323679547,0.00166304877204297,0.0028817715362882
"RPS3",-0.531375035435337,11.7868319536013,10.3036198393229,0.00177310759886894,0.00304920776472159
"PXN",0.527882186755146,12.1566113936045,10.0745691323971,0.0019849554242078,0.00338785625033963
"LYRM2",0.602306957045984,12.3151280905304,10.0385797276796,0.00202054380464357,0.00342286151980664
"OAZ1",0.423710167582356,12.4303287772474,9.87596998400326,0.00218974147283384,0.00368200973580209
"TMA7",0.445342965262718,12.5787391116091,9.78002326227147,0.00229637249285708,0.00383291585204822
"FOXD4L5",0.761170718050169,11.9249538441266,9.53463407236978,0.00259418229289528,0.0042983896385929
"SAT1",-0.644680097719355,11.6297626772678,9.23543662023627,0.00301204394663141,0.00495459402815457
"RPS15",-0.459817040793166,11.8993276042214,9.10611592948807,0.00321363715316931,0.00524817002711823
"SKP1",0.591873103789399,11.6251275086642,8.74144862529294,0.00386076708514941,0.00625995805949226
"ARF1",0.547698246714227,11.6925101925774,8.67112038527548,0.00400035407844547,0.006440286353242
"RPL27A",-0.56130239861058,11.8668420112752,8.65494473431567,0.00403319212965399,0.00644742685515109
"RPS2",-0.496993159313044,12.0569331018765,8.00289226184905,0.00561886509737251,0.0088631223792181
"RPL7A",0.344076583036636,12.6673354191509,8.54640085250554,0.00562242124496655,0.0088631223792181
"CD81",-0.418233397841408,12.1971804242257,7.83806266089389,0.00611407354341511,0.00957168754727744
"STIP1",-0.438914812333387,12.0141586769419,7.68242993471733,0.00662330386334281,0.0102978765546494
"RPS26",0.443418797008649,11.9504739497851,7.56728582556434,0.00702828281813258,0.0108531986375245
"RNPEP",0.455059490218695,11.9838924392958,7.46477038560454,0.00741049878622137,0.0113661028680557
"LAYN",0.45641937314559,11.8600554644961,7.2531394592467,0.00826948280815598,0.0125984738083987
"RPL35",-0.438314894437256,11.874767269496,6.97765266785584,0.00954555438209664,0.0144456056315729
"PITX1",-0.738428229934094,11.9100080562631,6.94447555834312,0.00971251846763132,0.0146009383586246
"SLC35D2",0.498072166255511,11.7604454783758,6.83602503302821,0.0102798557404441,0.0153521529807948
"HLA-E",-0.430629790512331,12.0205115944142,6.82057850503407,0.0103634291025622,0.015375806577004
"DNAH3",0.485880089671869,11.7142819547077,6.68352512341449,0.011136735274734,0.0164158370608092
"PTGES3",-0.428294402735093,11.6936564778325,6.63814399495719,0.0114058689167425,0.016704078994197
"RPL18",-0.370559826349472,12.0840467930858,6.49143461362904,0.0123233568133405,0.0179320640809506
"HMOX1",-0.558066476928634,11.5692287624523,6.42593273044982,0.0127575781057838,0.0184456702548594
"MT3",0.425092485037066,11.6266221864098,6.38928489740251,0.013007468890135,0.0186879458105104
"KIAA0825",0.466259516816582,11.7725057559096,5.89665047924203,0.016911385046427,0.0240318719220157
"SLC1A3",0.448789293838329,11.8391147457196,5.89363315943392,0.0169387643503194,0.0240318719220157
"RPS4X",-0.435882289860126,11.6441237899477,5.57565186205808,0.0201019169202584,0.028342454291296
"SRRM2",-0.338602623279142,11.8093221191485,6.08422505518154,0.0211836978431557,0.0296833296938047
"NACA",-0.47215860746218,11.6263424858762,5.40695065823694,0.0220267663777227,0.0306753126855402
"PABPC1",-0.376671969291379,11.7217903749503,5.0881826284336,0.0262134222033405,0.0362832124399896
"HNRNPU",-0.357349449141123,11.723331839039,5.02006765266458,0.0272124019500781,0.0372127190336173
"MAZ",0.388740472696523,13.6192053577951,5.02003934523356,0.0272128253726012,0.0372127190336173
"RPS14",-0.403458543466051,11.8206252036029,4.90074821430185,0.0290605855583846,0.0395015145015168
"RPL41",-0.368920722635204,12.159140744929,4.87852302983669,0.0294192727523446,0.039751041159418
"TUBA1C",-0.322530643831689,12.6964317972593,4.73084027366654,0.0319250097218235,0.042881521934047
"RPL5",-0.36668310667529,11.8181674848875,4.57712855380075,0.0347749317389657,0.046434761792619
